Sample,ecc,N,gammaG,Esoil,Econc,Dbot,H1,H2,H3,Mr_t,Mt_t,Mr_c,Mt_c
704,22.50644,3840.35581,1.01358,64.06099,32873.16941,18.52071,0.83032,1.22244,1.33356,-2.4219522779,-1.5095137359,4.8909438781,2.395499587
705,0,4517.71836,1.02018,93.17297,34976.96724,18.42183,1.42562,1.39829,1.10941,0.1087233097,0.0820969001,0.1087233097,0.0820969001
706,10.2797,4517.71836,1.02018,93.17297,34976.96724,18.42183,1.42562,1.39829,1.10941,-1.7956460827,-0.5621470942,2.1669552539,1.8455951207
707,17.49921,4517.71836,1.02018,93.17297,34976.96724,18.42183,1.42562,1.39829,1.10941,-2.6593493466,-1.3493746858,3.9681690279,2.5901465958
708,25.28401,4517.71836,1.02018,93.17297,34976.96724,18.42183,1.42562,1.39829,1.10941,-3.2983112526,-2.2017138923,6.6020693459,3.411559363
709,0,3158.86958,1.06745,109.11087,30498.56005,22.37183,1.32984,1.81232,1.09255,0.1771787407,0.1376923962,0.1771787407,0.1376923962
710,10.70034,3158.86958,1.06745,109.11087,30498.56005,22.37183,1.32984,1.81232,1.09255,-1.5935244663,-0.3240291113,1.3817871993,1.5569654161
711,18.53474,3158.86958,1.06745,109.11087,30498.56005,22.37183,1.32984,1.81232,1.09255,-2.7436215875,-0.9619244318,2.5425293652,2.2051984375
712,23.32415,3158.86958,1.06745,109.11087,30498.56005,22.37183,1.32984,1.81232,1.09255,-3.4322938129,-1.3559407562,3.3233008707,2.5880153462
713,0,3817.90268,1.04072,51.81275,31780.36335,20.25008,1.02891,1.52035,0.85861,0.1543305643,0.1131753959,0.1543305643,0.1131753959
714,11.05046,3817.90268,1.04072,51.81275,31780.36335,20.25008,1.02891,1.52035,0.85861,-1.1966675446,-0.5281485433,2.553284733,1.507601657
715,16.4724,3817.90268,1.04072,51.81275,31780.36335,20.25008,1.02891,1.52035,0.85861,-2.1589368235,-1.0261526778,3.5192629023,2.0116249668
716,25.89767,3817.90268,1.04072,51.81275,31780.36335,20.25008,1.02891,1.52035,0.85861,-3.3673105258,-1.9001867196,5.5212991631,2.8983092097
717,0,4304.90833,0.9806,88.65289,36800.2408,18.2423,1.4786,1.22993,1.11774,0.0939764772,0.0710856973,0.0939764772,0.0710856973
718,12.16571,4304.90833,0.9806,88.65289,36800.2408,18.2423,1.4786,1.22993,1.11774,-1.8499037902,-0.7049739265,2.6491640582,1.9365404491
719,18.34892,4304.90833,0.9806,88.65289,36800.2408,18.2423,1.4786,1.22993,1.11774,-2.4712631859,-1.3390669121,4.1490217129,2.5177529967
720,21.71139,4304.90833,0.9806,88.65289,36800.2408,18.2423,1.4786,1.22993,1.11774,-2.7359958746,-1.67756664,5.129467123,2.8436808828
721,0,4843.45532,1.07884,38.41482,33461.87075,20.90778,1.14675,1.37423,0.82198,0.1778201018,0.1323535687,0.1778201018,0.1323535687
722,11.14938,4843.45532,1.07884,38.41482,33461.87075,20.90778,1.14675,1.37423,0.82198,-1.6819048876,-0.6702718034,3.421243537,1.9619702061
723,18.38702,4843.45532,1.07884,38.41482,33461.87075,20.90778,1.14675,1.37423,0.82198,-3.1805450614,-1.523394942,5.1377285877,2.8215237992
724,24.13548,4843.45532,1.07884,38.41482,33461.87075,20.90778,1.14675,1.37423,0.82198,-3.9579427271,-2.1906180175,6.7494639158,3.5082762505
725,0,3438.44287,0.92842,80.60697,31912.67721,22.09321,1.04463,1.52853,0.86425,0.1190863244,0.0875702026,0.1190863244,0.0875702026
726,10.23326,3438.44287,0.92842,80.60697,31912.67721,22.09321,1.04463,1.52853,0.86425,-1.3450160709,-0.4358702276,1.8301531408,1.3056953503
727,19.63656,3438.44287,0.92842,80.60697,31912.67721,22.09321,1.04463,1.52853,0.86425,-2.8192002579,-1.2305436911,3.41595754,2.1009237384
728,21.29169,3438.44287,0.92842,80.60697,31912.67721,22.09321,1.04463,1.52853,0.86425,-3.0558238909,-1.3722488539,3.705610241,2.2406142312
729,0,3948.02334,0.95699,114.36327,32521.52103,19.26168,1.26294,1.20946,1.41062,0.1023968515,0.0729069022,0.1023968515,0.0729069026
730,11.62585,3948.02334,0.95699,114.36327,32521.52103,19.26168,1.26294,1.20946,1.41062,-1.6495457652,-0.6629822638,1.7160378419,1.5977732743
731,18.36683,3948.02334,0.95699,114.36327,32521.52103,19.26168,1.26294,1.20946,1.41062,-2.5920272524,-1.2818479326,3.0912148239,2.2183454527
732,23.099,3948.02334,0.95699,114.36327,32521.52103,19.26168,1.26294,1.20946,1.41062,-2.9389138024,-1.6968993872,4.3594561365,2.6660406958
733,0,2356.0612,0.93811,80.18816,32749.14935,18.1583,1.19216,1.1501,1.19756,0.082583839,0.0586490308,0.082583839,0.0586490308
734,10.08631,2356.0612,0.93811,80.18816,32749.14935,18.1583,1.19216,1.1501,1.19756,-0.9648065385,-0.2865048958,1.1183088991,0.8160367074
735,16.20604,2356.0612,0.93811,80.18816,32749.14935,18.1583,1.19216,1.1501,1.19756,-1.5062873661,-0.6136074508,1.7297991515,1.1414716718
736,21.11083,2356.0612,0.93811,80.18816,32749.14935,18.1583,1.19216,1.1501,1.19756,-1.7876077656,-0.8663475178,2.2914708887,1.4066829076
737,0,2881.51319,0.91393,97.49573,33654.51742,19.20848,1.48627,1.85871,1.48243,0.1433983567,0.1127746272,0.1433983567,0.1127746272
738,10.3335,2881.51319,0.91393,97.49573,33654.51742,19.20848,1.48627,1.85871,1.48243,-1.5999016053,-0.3422551186,0.6291957738,1.3102563204
739,17.65903,2881.51319,0.91393,97.49573,33654.51742,19.20848,1.48627,1.85871,1.48243,-2.3803307526,-0.8936281909,1.9097147091,1.8099133695
740,21.8816,2881.51319,0.91393,97.49573,33654.51742,19.20848,1.48627,1.85871,1.48243,-2.7804229654,-1.2113696703,2.5777433425,2.113047079
741,0,2848.66243,0.9486,95.58173,31274.82007,22.31307,1.0901,1.12226,1.12588,0.1084773715,0.0745306332,0.1084773715,0.0745306332
742,12.70791,2848.66243,0.9486,95.58173,31274.82007,22.31307,1.0901,1.12226,1.12588,-1.4276625902,-0.5489643449,1.9141448692,1.1872573398
743,19.45857,2848.66243,0.9486,95.58173,31274.82007,22.31307,1.0901,1.12226,1.12588,-2.2869661659,-1.0045782472,2.8199477968,1.6457306174
744,24.33864,2848.66243,0.9486,95.58173,31274.82007,22.31307,1.0901,1.12226,1.12588,-2.8996173419,-1.3347622792,3.4792159854,1.9775559706
745,0,2228.89658,1.02775,115.69396,35611.70843,19.21076,1.50381,1.6356,0.92769,0.1215848324,0.0965648736,0.1215848324,0.0965648736
746,10.16186,2228.89658,1.02775,115.69396,35611.70843,19.21076,1.50381,1.6356,0.92769,-1.1704947265,-0.1778113628,0.4448851941,1.0217383219
747,17.75776,2228.89658,1.02775,115.69396,35611.70843,19.21076,1.50381,1.6356,0.92769,-1.9159981408,-0.5894314322,1.2405165463,1.4284255646
748,21.93356,2228.89658,1.02775,115.69396,35611.70843,19.21076,1.50381,1.6356,0.92769,-2.3524469502,-0.8116324795,1.6900196024,1.6531829682
749,0,2982.42621,0.96485,45.37953,31211.60462,19.03333,1.03438,1.29556,1.52882,0.1826962502,0.1257882828,0.1826962502,0.1257882828
750,12.76646,2982.42621,0.96485,45.37953,31211.60462,19.03333,1.03438,1.29556,1.52882,-1.2635486233,-0.5422325492,2.4175201748,1.2540890396
751,18.14608,2982.42621,0.96485,45.37953,31211.60462,19.03333,1.03438,1.29556,1.52882,-1.9170329129,-0.9622898157,3.0560713889,1.6252950035
752,22.24655,2982.42621,0.96485,45.37953,31211.60462,19.03333,1.03438,1.29556,1.52882,-2.315399953,-1.2435440054,3.6628133968,1.9236912794
753,0,4045.97025,1.03457,88.35862,36956.10286,22.75327,0.90761,1.70496,1.33883,0.2125228329,0.1552907323,0.2125228329,0.1552907323
754,14.97361,4045.97025,1.03457,88.35862,36956.10286,22.75327,0.90761,1.70496,1.33883,-2.2784045344,-1.0099824041,3.5069396522,2.130886184
755,16.23701,4045.97025,1.03457,88.35862,36956.10286,22.75327,0.90761,1.70496,1.33883,-2.5238057675,-1.1412461712,3.7517937753,2.262293388
756,25.60399,4045.97025,1.03457,88.35862,36956.10286,22.75327,0.90761,1.70496,1.33883,-4.2976563124,-2.1182415003,5.6027324552,3.239376532
757,0,3254.26098,0.99887,36.10332,34162.5603,21.43773,1.06235,1.58987,1.14821,0.2097458283,0.1527687233,0.2097458283,0.1527687233
758,12.86958,3254.26098,0.99887,36.10332,34162.5603,21.43773,1.06235,1.58987,1.14821,-1.6074618772,-0.6018755596,2.5327961378,1.5220147689
759,17.80351,3254.26098,0.99887,36.10332,34162.5603,21.43773,1.06235,1.58987,1.14821,-2.3353759099,-1.0055933969,3.3140710472,1.9313415222
760,23.29395,3254.26098,0.99887,36.10332,34162.5603,21.43773,1.06235,1.58987,1.14821,-3.0802304207,-1.4606347805,4.2217790303,2.3905234545
761,0,4183.38778,0.97144,40.29317,31307.95269,21.78582,1.54912,1.11372,0.95632,0.143882677,0.1084406923,0.143882677,0.1084406923
762,12.17241,4183.38778,0.97144,40.29317,31307.95269,21.78582,1.54912,1.11372,0.95632,-1.8843687837,-0.6848871795,3.0478414103,1.8300639443
763,17.34561,4183.38778,0.97144,40.29317,31307.95269,21.78582,1.54912,1.11372,0.95632,-2.8098572663,-1.2548796701,4.0584110572,2.3445001212
764,24.03843,4183.38778,0.97144,40.29317,31307.95269,21.78582,1.54912,1.11372,0.95632,-3.8105271841,-1.9041011889,5.4772680484,3.0403626328
765,0,2082.01757,1.06051,59.12098,32433.71048,21.10743,1.20807,1.49864,1.08284,0.1410000668,0.1049614118,0.1410000668,0.1049614118
766,13.81241,2082.01757,1.06051,59.12098,32433.71048,21.10743,1.20807,1.49864,1.08284,-1.0090785989,-0.3753912635,1.550380151,1.0574881115
767,16.70594,2082.01757,1.06051,59.12098,32433.71048,21.10743,1.20807,1.49864,1.08284,-1.287991924,-0.5242231752,1.8291660652,1.2062372855
768,24.3914,2082.01757,1.06051,59.12098,32433.71048,21.10743,1.20807,1.49864,1.08284,-2.0246592922,-0.9192545233,2.5835942835,1.6037065712
769,0,4835.39394,1.03091,57.35995,34382.21411,19.10141,1.3717,1.44742,1.06832,0.1181604116,0.0900524788,0.1181604116,0.0900524788
770,14.84204,4835.39394,1.03091,57.35995,34382.21411,19.10141,1.3717,1.44742,1.06832,-2.2925503572,-1.1563646202,3.877495584,2.4284220038
771,19.70341,4835.39394,1.03091,57.35995,34382.21411,19.10141,1.3717,1.44742,1.06832,-3.0563883668,-1.73128554,5.1938122187,2.9990851014
772,23.43124,4835.39394,1.03091,57.35995,34382.21411,19.10141,1.3717,1.44742,1.06832,-3.4632964127,-2.1623447507,6.4013957474,3.4380136917
773,0,2368.88171,1.00239,42.1613,33102.33304,18.18041,0.85758,1.20456,1.52131,0.0981252636,0.0640999276,0.0981252635,0.0640999276
774,11.84652,2368.88171,1.00239,42.1613,33102.33304,18.18041,0.85758,1.20456,1.52131,-1.1849962365,-0.4079056295,1.26143616,0.9137599879
775,18.71152,2368.88171,1.00239,42.1613,33102.33304,18.18041,0.85758,1.20456,1.52131,-1.7085379406,-0.7667789602,2.0615118915,1.2947096873
776,23.66124,2368.88171,1.00239,42.1613,33102.33304,18.18041,0.85758,1.20456,1.52131,-1.9892271084,-1.0215671187,2.7333054864,1.5806745952
777,0,3899.70732,0.90991,57.6498,32087.87929,21.11813,0.96333,1.1022,1.0754,0.0935678372,0.0623587417,0.0935678372,0.0623587417
778,13.3259,3899.70732,0.90991,57.6498,32087.87929,21.11813,0.96333,1.1022,1.0754,-1.7622642703,-0.8179737136,2.7300336154,1.5854583023
779,19.69777,3899.70732,0.90991,57.6498,32087.87929,21.11813,0.96333,1.1022,1.0754,-2.7516457568,-1.3872186997,3.969011066,2.1733222608
780,23.99439,3899.70732,0.90991,57.6498,32087.87929,21.11813,0.96333,1.1022,1.0754,-3.1472631984,-1.7482452505,5.0246179697,2.5874719508
781,0,2470.60877,1.06594,86.73315,34780.11352,20.23128,1.51227,1.88828,1.51799,0.187948567,0.1482322387,0.187948567,0.1482322387
782,11.92068,2470.60877,1.06594,86.73315,34780.11352,20.23128,1.51227,1.88828,1.51799,-1.6481836837,-0.3113937046,0.8304678502,1.3914058916
783,17.21576,2470.60877,1.06594,86.73315,34780.11352,20.23128,1.51227,1.88828,1.51799,-2.2367288165,-0.6572499315,1.4757746194,1.7330444462
784,24.59906,2470.60877,1.06594,86.73315,34780.11352,20.23128,1.51227,1.88828,1.51799,-3.0312255879,-1.1431683516,2.4256562785,2.2078237782
785,0,2414.55147,0.91109,73.74231,36391.27238,18.75461,1.07196,1.5791,0.87197,0.1275864464,0.0950371444,0.1275864464,0.0950371444
786,14.21935,2414.55147,0.91109,73.74231,36391.27238,18.75461,1.07196,1.5791,0.87197,-1.6016251385,-0.467162183,1.3012703506,1.3282438319
787,16.75641,2414.55147,0.91109,73.74231,36391.27238,18.75461,1.07196,1.5791,0.87197,-1.8144612772,-0.6198393602,1.63894234,1.464999242
788,25.2813,2414.55147,0.91109,73.74231,36391.27238,18.75461,1.07196,1.5791,0.87197,-2.2709174318,-1.1346923645,2.8438600782,1.9243523224
789,0,3867.79919,1.051,50.49325,35659.73484,18.888,1.4109,1.97278,1.13625,0.1663207224,0.1320563509,0.1663207224,0.1320563509
790,10.54702,3867.79919,1.051,50.49325,35659.73484,18.888,1.4109,1.97278,1.13625,-1.3449257082,-0.4745998607,2.3299702524,1.5585491914
791,17.82759,3867.79919,1.051,50.49325,35659.73484,18.888,1.4109,1.97278,1.13625,-2.5789378514,-1.206257131,3.7275911687,2.2938478711
792,24.14112,3867.79919,1.051,50.49325,35659.73484,18.888,1.4109,1.97278,1.13625,-3.355128543,-1.8230160798,5.0875084871,2.9221512406
793,0,4354.88326,0.90026,105.18379,31004.63633,18.82108,0.80072,1.06406,0.96611,0.0670494459,0.0433966289,0.0670494459,0.0433966289
794,12.52321,4354.88326,0.90026,105.18379,31004.63633,18.82108,0.80072,1.06406,0.96611,-1.6062465625,-0.8190787791,3.0099037169,1.5220347745
795,16.85785,4354.88326,0.90026,105.18379,31004.63633,18.82108,0.80072,1.06406,0.96611,-1.9483511495,-1.1913820907,4.1936997272,1.9695444327
796,22.02713,4354.88326,0.90026,105.18379,31004.63633,18.82108,0.80072,1.06406,0.96611,-2.3907037623,-1.6381087036,5.932699491,2.5247687455
797,0,2809.90574,0.91427,98.219,36676.69121,18.15669,0.95014,1.81333,1.49011,0.109051366,0.0790895782,0.109051366,0.0790895782
798,13.89354,2809.90574,0.91427,98.219,36676.69121,18.15669,0.95014,1.81333,1.49011,-1.7087975816,-0.6353909396,1.1209296281,1.3543508732
799,19.43382,2809.90574,0.91427,98.219,36676.69121,18.15669,0.95014,1.81333,1.49011,-2.1547414745,-1.0174719083,2.0206665871,1.7276477508
800,24.99225,2809.90574,0.91427,98.219,36676.69121,18.15669,0.95014,1.81333,1.49011,-2.4087640716,-1.396986905,3.120002863,2.1007327492
801,0,2444.61197,0.93086,96.8547,33538.71541,18.43994,1.20869,1.84112,0.86054,0.1042344392,0.0806481279,0.1042344392,0.0806481279
802,10.67716,2444.61197,0.93086,96.8547,33538.71541,18.43994,1.20869,1.84112,0.86054,-1.1767745152,-0.2631765377,0.6823107098,1.1048246531
803,16.91049,2444.61197,0.93086,96.8547,33538.71541,18.43994,1.20869,1.84112,0.86054,-1.8096009044,-0.6418745397,1.5291164125,1.4531858461
804,22.08825,2444.61197,0.93086,96.8547,33538.71541,18.43994,1.20869,1.84112,0.86054,-2.2280785756,-0.9638438923,2.2397623098,1.748211192
805,0,4942.39053,0.99181,117.37211,33737.74848,22.49142,1.17002,1.29485,1.09383,0.1288282261,0.0923059584,0.1288282261,0.0923059584
806,14.90179,4942.39053,0.99181,117.37211,33737.74848,22.49142,1.17002,1.29485,1.09383,-2.3301495194,-1.2152281557,4.2705083222,2.3945898665
807,16.24277,4942.39053,0.99181,117.37211,33737.74848,22.49142,1.17002,1.29485,1.09383,-2.6332657331,-1.3780567617,4.5914412072,2.5563059806
808,21.72135,4942.39053,0.99181,117.37211,33737.74848,22.49142,1.17002,1.29485,1.09383,-3.8981421717,-2.0437199736,5.8611190866,3.2208761228
809,0,3704.29821,0.94988,86.11863,33402.68972,19.81088,1.25427,1.20868,1.52257,0.1561767393,0.1113437971,0.1561767393,0.1113437971
810,10.87385,3704.29821,0.94988,86.11863,33402.68972,19.81088,1.25427,1.20868,1.52257,-1.3573916758,-0.5902934125,2.2255199778,1.3749518672
811,16.66119,3704.29821,0.94988,86.11863,33402.68972,19.81088,1.25427,1.20868,1.52257,-2.3160773096,-1.1074703545,3.1928065839,1.895957763
812,24.04475,3704.29821,0.94988,86.11863,33402.68972,19.81088,1.25427,1.20868,1.52257,-3.0677820055,-1.7428339179,4.7012262815,2.582412348
813,0,3766.74435,0.93461,39.12423,33582.90426,22.60346,1.58317,1.13897,1.03532,0.1242688686,0.0938534313,0.1242688686,0.0938534313
814,10.01812,3766.74435,0.93461,39.12423,33582.90426,22.60346,1.58317,1.13897,1.03532,-1.4369724472,-0.4484862683,1.9679572969,1.4155304958
815,18.68697,3766.74435,0.93461,39.12423,33582.90426,22.60346,1.58317,1.13897,1.03532,-2.8802798719,-1.2520321626,3.6294309408,2.2339130521
816,22.71653,3766.74435,0.93461,39.12423,33582.90426,22.60346,1.58317,1.13897,1.03532,-3.51860729,-1.6284477249,4.4271698003,2.6169195751
817,0,2103.72865,1.03573,96.90321,30054.16179,19.36193,1.39633,1.22001,1.31912,0.1607758096,0.1184731762,0.1607758096,0.1184731762
818,12.0442,2103.72865,1.03573,96.90321,30054.16179,19.36193,1.39633,1.22001,1.31912,-1.1122993302,-0.3152301293,1.2404276946,0.9102387285
819,16.3767,2103.72865,1.03573,96.90321,30054.16179,19.36193,1.39633,1.22001,1.31912,-1.5025055454,-0.5334969927,1.6533084636,1.1295001981
820,23.14051,2103.72865,1.03573,96.90321,30054.16179,19.36193,1.39633,1.22001,1.31912,-2.0855890853,-0.8833210298,2.3137300674,1.4712895487
821,0,2022.82711,1.0814,103.68451,36628.42674,21.73054,1.20681,1.71464,0.90658,0.1521230539,0.116719046,0.1521230539,0.116719046
822,10.80685,2022.82711,1.0814,103.68451,36628.42674,21.73054,1.20681,1.71464,0.90658,-1.6649721187,-0.0750558794,0.3194552817,1.0556636779
823,16.31584,2022.82711,1.0814,103.68451,36628.42674,21.73054,1.20681,1.71464,0.90658,-2.0795395914,-0.3651133169,1.0312783574,1.3113394929
824,23.55113,2022.82711,1.0814,103.68451,36628.42674,21.73054,1.20681,1.71464,0.90658,-2.6899303657,-0.818132818,1.746676823,1.6569212374
825,0,2108.9257,1.01271,62.05243,30684.6171,20.33311,1.29282,1.7317,1.43919,0.1579320448,0.1206189505,0.1579320448,0.1206189505
826,10.75937,2108.9257,1.01271,62.05243,30684.6171,20.33311,1.29282,1.7317,1.43919,-1.3374705098,-0.2197867426,0.740204117,1.0007820595
827,16.9983,2108.9257,1.01271,62.05243,30684.6171,20.33311,1.29282,1.7317,1.43919,-1.876840663,-0.5576070103,1.4197290589,1.3371774498
828,23.1682,2108.9257,1.01271,62.05243,30684.6171,20.33311,1.29282,1.7317,1.43919,-2.4129697069,-0.8938216184,2.0950864961,1.6716036366
829,0,3506.04746,0.94976,58.26068,31592.80546,21.59171,1.2263,1.45296,1.59663,0.1480491362,0.1081824159,0.1480491362,0.1081824159
830,14.89906,3506.04746,0.94976,58.26068,31592.80546,21.59171,1.2263,1.45296,1.59663,-2.0181759657,-0.9120196191,2.6834416585,1.7653552948
831,18.52387,3506.04746,0.94976,58.26068,31592.80546,21.59171,1.2263,1.45296,1.59663,-2.5973299428,-1.2332178719,3.3109697399,2.0951426678
832,25.30924,3506.04746,0.94976,58.26068,31592.80546,21.59171,1.2263,1.45296,1.59663,-3.624049675,-1.8391322746,4.4974829224,2.7104200415
833,0,2726.02164,1.03272,55.08222,30709.04107,21.11022,1.04293,1.52499,1.34568,0.1442685641,0.1035636336,0.1442685641,0.1035636336
834,11.14565,2726.02164,1.03272,55.08222,30709.04107,21.11022,1.04293,1.52499,1.34568,-1.3595144063,-0.3836791428,1.4784290242,1.127069722
835,17.56863,2726.02164,1.03272,55.08222,30709.04107,21.11022,1.04293,1.52499,1.34568,-2.1224497418,-0.8155457897,2.3311797256,1.5654160886
836,24.61809,2726.02164,1.03272,55.08222,30709.04107,21.11022,1.04293,1.52499,1.34568,-2.9033484842,-1.3090226638,3.3087508853,2.0466988561
837,0,4526.0693,1.03142,111.60253,31954.30238,21.48511,1.20084,1.29305,1.0167,0.1195913714,0.0867266256,0.1195913714,0.0867266256
838,10.83274,4526.0693,1.03142,111.60253,31954.30238,21.48511,1.20084,1.29305,1.0167,-1.4957836572,-0.6380461337,2.6420567895,1.7283113362
839,19.11402,4526.0693,1.03142,111.60253,31954.30238,21.48511,1.20084,1.29305,1.0167,-3.215953505,-1.5449688144,4.4181109476,2.6376104919
840,24.86051,4526.0693,1.03142,111.60253,31954.30238,21.48511,1.20084,1.29305,1.0167,-4.0333146789,-2.1714185178,5.8931594479,3.2721775571
841,0,2445.7851,0.98269,41.18188,36448.67956,20.04178,1.5034,1.98685,1.30365,0.2199299711,0.1771065275,0.2199299711,0.1771065275
842,13.41379,2445.7851,0.98269,41.18188,36448.67956,20.04178,1.5034,1.98685,1.30365,-1.2274627156,-0.4575967618,1.4869297998,1.4418173651
843,18.22622,2445.7851,0.98269,41.18188,36448.67956,20.04178,1.5034,1.98685,1.30365,-1.816118788,-0.7568207352,2.1003886482,1.7378246582
844,24.4727,2445.7851,0.98269,41.18188,36448.67956,20.04178,1.5034,1.98685,1.30365,-2.5943586554,-1.1495273009,2.8449832423,2.1351224114
845,0,3297.64762,1.00834,111.5382,31070.65728,22.64036,0.8475,1.95057,1.21655,0.1659653052,0.1203403507,0.1659653052,0.1203403507
846,10.06115,3297.64762,1.00834,111.5382,31070.65728,22.64036,0.8475,1.95057,1.21655,-1.7263224491,-0.3685211301,1.227384208,1.4747593406
847,17.63348,3297.64762,1.00834,111.5382,31070.65728,22.64036,0.8475,1.95057,1.21655,-2.8249834615,-1.0147964537,2.5271732087,2.1071420558
848,25.92306,3297.64762,1.00834,111.5382,31070.65728,22.64036,0.8475,1.95057,1.21655,-4.0207563944,-1.7261779934,3.9818605386,2.7934100999
849,0,2988.74826,1.06453,118.55194,30094.67344,21.65341,1.44136,1.48991,1.37515,0.1602983433,0.1219667654,0.1602983433,0.1219667654
850,10.65928,2988.74826,1.06453,118.55194,30094.67344,21.65341,1.44136,1.48991,1.37515,-1.4881195656,-0.3599007583,1.317026948,1.3654491034
851,17.34034,2988.74826,1.06453,118.55194,30094.67344,21.65341,1.44136,1.48991,1.37515,-2.3838215327,-0.8653892224,2.2215929888,1.8806114475
852,21.3148,2988.74826,1.06453,118.55194,30094.67344,21.65341,1.44136,1.48991,1.37515,-2.9124879922,-1.1676887559,2.8068426831,2.1791833145
853,0,3897.62331,0.98895,60.49584,35708.04355,18.62544,1.04813,1.96277,1.00939,0.1195158317,0.0912124412,0.1195158317,0.0912124412
854,10.68998,3897.62331,0.98895,60.49584,35708.04355,18.62544,1.04813,1.96277,1.00939,-1.4952415462,-0.568297967,2.1742051023,1.501348848
855,16.68239,3897.62331,0.98895,60.49584,35708.04355,18.62544,1.04813,1.96277,1.00939,-2.4331136798,-1.1509383073,3.3561208413,2.0905095957
856,25.62023,3897.62331,0.98895,60.49584,35708.04355,18.62544,1.04813,1.96277,1.00939,-3.1015337563,-2.0261561102,5.6375702411,2.969896643
857,0,4789.72799,1.06062,49.50393,31386.51824,22.28731,0.8966,1.66903,1.41231,0.177874402,0.1258028805,0.177874402,0.1258028805
858,12.77613,4789.72799,1.06062,49.50393,31386.51824,22.28731,0.8966,1.66903,1.41231,-2.2818962539,-0.9389337162,3.3192260954,2.1902355564
859,16.67055,4789.72799,1.06062,49.50393,31386.51824,22.28731,0.8966,1.66903,1.41231,-3.1419524363,-1.4103453564,4.2593654895,2.6700255098
860,25.44654,4789.72799,1.06062,49.50393,31386.51824,22.28731,0.8966,1.66903,1.41231,-4.7287941126,-2.4701352298,6.5935451419,3.7675196727
861,0,2549.44182,0.96209,105.29782,30432.49232,19.32343,0.86022,1.61925,1.47976,0.1167128136,0.0806280009,0.1167128136,0.0806280009
862,10.98688,2549.44182,0.96209,105.29782,30432.49232,19.32343,0.86022,1.61925,1.47976,-1.2850326748,-0.3721113128,1.2178804522,1.1452135298
863,16.72554,2549.44182,0.96209,105.29782,30432.49232,19.32343,0.86022,1.61925,1.47976,-1.9179250292,-0.7286041399,1.9130554974,1.490460139
864,24.17767,2549.44182,0.96209,105.29782,30432.49232,19.32343,0.86022,1.61925,1.47976,-2.5166063235,-1.2105451837,2.8504173232,1.9412301488
865,0,4019.21252,0.90327,68.98831,36158.29336,21.31386,1.27806,1.04365,1.37906,0.1043425863,0.0728190706,0.1043425863,0.0728190706
866,11.45054,4019.21252,0.90327,68.98831,36158.29336,21.31386,1.27806,1.04365,1.37906,-1.4147896799,-0.6868251716,2.4134798783,1.5026660055
867,19.02272,4019.21252,0.90327,68.98831,36158.29336,21.31386,1.27806,1.04365,1.37906,-2.7989141263,-1.4173020471,3.8593335585,2.2433395023
868,21.73737,4019.21252,0.90327,68.98831,36158.29336,21.31386,1.27806,1.04365,1.37906,-3.190183146,-1.6738033384,4.439552459,2.514266524
869,0,4523.00484,0.93574,106.2737,34565.34175,22.42261,0.87241,1.38258,1.50538,0.1869953884,0.1256354795,0.1869953884,0.1256354795
870,13.82501,4523.00484,0.93574,106.2737,34565.34175,22.42261,0.87241,1.38258,1.50538,-2.211726024,-1.0469679945,3.456709289,2.0041018014
871,16.90452,4523.00484,0.93574,106.2737,34565.34175,22.42261,0.87241,1.38258,1.50538,-2.8636127415,-1.3852193353,4.1037948689,2.3408747595
872,21.99032,4523.00484,0.93574,106.2737,34565.34175,22.42261,0.87241,1.38258,1.50538,-3.8054129391,-1.9409235981,5.2422787639,2.9038653233
873,0,3356.58101,0.97378,106.58236,30839.1265,21.23486,1.43009,1.22072,0.97214,0.1080009019,0.0816030931,0.1080009019,0.0816030931
874,14.27874,3356.58101,0.97378,106.58236,30839.1265,21.23486,1.43009,1.22072,0.97214,-1.5360586915,-0.7444512919,2.4451210562,1.5692070245
875,16.68107,3356.58101,0.97378,106.58236,30839.1265,21.23486,1.43009,1.22072,0.97214,-1.9090930355,-0.9392407162,2.8198977337,1.7657085355
876,21.0935,3356.58101,0.97378,106.58236,30839.1265,21.23486,1.43009,1.22072,0.97214,-2.597408865,-1.297880012,3.5067306234,2.1267269972
877,0,4316.69919,1.02849,95.2031,34488.36704,21.51989,0.82069,1.68712,0.83487,0.127360801,0.0923145146,0.127360801,0.0923145146
878,13.13461,4316.69919,1.02849,95.2031,34488.36704,21.51989,0.82069,1.68712,0.83487,-1.8331186688,-0.8485169639,3.2251250566,1.9668185956
879,16.9549,4316.69919,1.02849,95.2031,34488.36704,21.51989,0.82069,1.68712,0.83487,-2.6324730659,-1.2545500626,4.0135451964,2.3764647959
880,24.35473,4316.69919,1.02849,95.2031,34488.36704,21.51989,0.82069,1.68712,0.83487,-3.8375190145,-2.0574600344,5.7190888277,3.1649226868
881,0,4650.91502,0.95566,75.91081,31034.35758,21.59772,1.18406,1.51575,1.17357,0.1327023552,0.0979228107,0.1327023552,0.0979228107
882,10.97301,4650.91502,0.95566,75.91081,31034.35758,21.59772,1.18406,1.51575,1.17357,-1.6305095397,-0.7253432247,2.739423215,1.8271283875
883,16.50321,4650.91502,0.95566,75.91081,31034.35758,21.59772,1.18406,1.51575,1.17357,-2.8420139562,-1.3669471717,3.9802103774,2.4759304919
