Sample,ecc,N,gammaG,Esoil,Econc,Dbot,H1,H2,H3,Mr_t,Mt_t,Mr_c,Mt_c
1272,26,5000,1.1,25,37000,17,1.6,1,1.2,-3.3480832159,-2.3523249016,7.784466059,3.6430755488
1273,0,5000,1.1,75,30000,17,1.6,1,1.2,0.051686033,0.0372420057,0.051686033,0.0372420057
1274,10,5000,1.1,75,30000,17,1.6,1,1.2,-1.5863270462,-0.6513225118,2.5842237394,1.5857615588
1275,18,5000,1.1,75,30000,17,1.6,1,1.2,-2.2325273559,-1.5116401045,5.2430698262,2.5226095835
1276,26,5000,1.1,75,30000,17,1.6,1,1.2,-3.020982702,-2.3867142029,8.3674911169,3.5017159014
1277,0,5000,1.1,75,37000,17,1.6,1,1.2,0.0517447874,0.0372880575,0.0517447874,0.0372880575
1278,10,5000,1.1,75,37000,17,1.6,1,1.2,-1.5849151081,-0.6522821305,2.6043955246,1.5890267292
1279,18,5000,1.1,75,37000,17,1.6,1,1.2,-2.2295086306,-1.5111208173,5.2539427495,2.5251980733
1280,26,5000,1.1,75,37000,17,1.6,1,1.2,-3.0159587504,-2.3866472822,8.3823797934,3.5040437492
1281,0,2000,0.9,25,30000,17,1.6,1,1.6,0.0885947916,0.0661952106,0.0885947916,0.0661952106
1282,10,2000,0.9,25,30000,17,1.6,1,1.6,-0.6083614138,-0.2370129087,0.9328344361,0.7343875422
1283,18,2000,0.9,25,30000,17,1.6,1,1.6,-1.2392101398,-0.6052525927,1.6661939255,1.1016959167
1284,26,2000,0.9,25,30000,17,1.6,1,1.6,-1.7097242209,-0.9696282355,2.5045278997,1.4778304731
1285,0,2000,0.9,25,37000,17,1.6,1,1.6,0.0886711184,0.0662543957,0.0886711184,0.0662543957
1286,10,2000,0.9,25,37000,17,1.6,1,1.6,-0.6144723022,-0.2369018069,0.9196811074,0.736388559
1287,18,2000,0.9,25,37000,17,1.6,1,1.6,-1.2404104807,-0.605339602,1.6664445846,1.1039042772
1288,26,2000,0.9,25,37000,17,1.6,1,1.6,-1.7106273018,-0.970033478,2.5013084788,1.4797070618
1289,0,2000,0.9,75,30000,17,1.6,1,1.6,0.0820371907,0.0612971129,0.0820371907,0.0612971129
1290,10,2000,0.9,75,30000,17,1.6,1,1.6,-0.5073761733,-0.2531892277,1.0334257833,0.6434959547
1291,18,2000,0.9,75,30000,17,1.6,1,1.6,-1.1294197354,-0.6146497295,1.7322113606,1.0071761027
1292,26,2000,0.9,75,30000,17,1.6,1,1.6,-1.6681588824,-0.9722418515,2.4687060474,1.3837021102
1293,0,2000,0.9,75,37000,17,1.6,1,1.6,0.0821263164,0.0613664268,0.0821263164,0.0613664268
1294,10,2000,0.9,75,37000,17,1.6,1,1.6,-0.5495021901,-0.2536862228,0.8904643479,0.6628404608
1295,18,2000,0.9,75,37000,17,1.6,1,1.6,-1.205460929,-0.6155055281,1.5625031952,1.0274228567
1296,26,2000,0.9,75,37000,17,1.6,1,1.6,-1.6916978871,-0.9700720954,2.3517936052,1.404748174
1297,0,2000,1.1,25,30000,17,1.6,1,1.6,0.075498114,0.0539276673,0.075498114,0.0539276673
1298,10,2000,1.1,25,30000,17,1.6,1,1.6,-0.7412876935,-0.2469414092,0.7829105592,0.731879985
1299,18,2000,1.1,25,30000,17,1.6,1,1.6,-1.3176275828,-0.6143811357,1.6310135731,1.0902008204
1300,26,2000,1.1,25,30000,17,1.6,1,1.6,-1.7905769041,-0.9875056159,2.4553087328,1.4625782011
1301,0,2000,1.1,25,37000,17,1.6,1,1.6,0.0757512065,0.0541121047,0.0757512065,0.0541121047
1302,10,2000,1.1,25,37000,17,1.6,1,1.6,-0.7434508535,-0.2468526077,0.782039604,0.7311507716
1303,18,2000,1.1,25,37000,17,1.6,1,1.6,-1.3186628793,-0.6143447399,1.6315769055,1.0899403805
1304,26,2000,1.1,25,37000,17,1.6,1,1.6,-1.7907638773,-0.9876190583,2.4570893585,1.4628013698
1305,0,2000,1.1,75,30000,17,1.6,1,1.6,0.0603434342,0.0427875423,0.0603434342,0.0427875423
1306,10,2000,1.1,75,30000,17,1.6,1,1.6,-0.8865260418,-0.2587215571,0.479990275,0.6921301419
1307,18,2000,1.1,75,30000,17,1.6,1,1.6,-1.4659362143,-0.6211730946,1.2681734147,1.0532570433
1308,26,2000,1.1,75,30000,17,1.6,1,1.6,-1.834891505,-0.9826150946,2.1261632525,1.4209376118
1309,0,2000,1.1,75,37000,17,1.6,1,1.6,0.0604139396,0.0428422309,0.0604139396,0.0428422309
1310,10,2000,1.1,75,37000,17,1.6,1,1.6,-0.9014451794,-0.2594589693,0.4675486454,0.6873628232
1311,18,2000,1.1,75,37000,17,1.6,1,1.6,-1.4706015763,-0.6215842788,1.2763473711,1.0488809693
1312,26,2000,1.1,75,37000,17,1.6,1,1.6,-1.8364236622,-0.9840861708,2.1389635821,1.4173573977
1313,0,5000,0.9,25,30000,17,1.6,1,1.6,0.0885947916,0.0661952106,0.0885947916,0.0661952106
1314,10,5000,0.9,25,30000,17,1.6,1,1.6,-1.497181122,-0.7016297261,2.8740186375,1.7531614704
1315,18,5000,0.9,25,30000,17,1.6,1,1.6,-2.3744444144,-1.5681228197,5.1082305473,2.6769682302
1316,26,5000,0.9,25,30000,17,1.6,1,1.6,-3.357657284,-2.4304775165,7.7786400017,3.6856016443
1317,0,5000,0.9,25,37000,17,1.6,1,1.6,0.0886711184,0.0662543957,0.0886711184,0.0662543957
1318,10,5000,0.9,25,37000,17,1.6,1,1.6,-1.4815770845,-0.7041450475,2.92408697,1.7463435211
1319,18,5000,0.9,25,37000,17,1.6,1,1.6,-2.3701260241,-1.5683300436,5.1219223066,2.6746841231
1320,26,5000,0.9,25,37000,17,1.6,1,1.6,-3.3520457424,-2.430439154,7.7933988285,3.6848562141
1321,0,5000,0.9,75,30000,17,1.6,1,1.6,0.0820371907,0.0612971129,0.0820371907,0.0612971129
1322,10,5000,0.9,75,30000,17,1.6,1,1.6,-1.2948935123,-0.7127401884,2.5485117743,1.5595525847
1323,18,5000,0.9,75,30000,17,1.6,1,1.6,-2.2456029413,-1.5871977167,4.9315667968,2.5277344262
1324,26,5000,0.9,75,30000,17,1.6,1,1.6,-3.0451547832,-2.4475131908,8.2562676409,3.563711823
1325,0,5000,0.9,75,37000,17,1.6,1,1.6,0.0821263164,0.0613664268,0.0821263164,0.0613664268
1326,10,5000,0.9,75,37000,17,1.6,1,1.6,-1.2947914414,-0.7117400788,2.5521098962,1.5624298678
1327,18,5000,0.9,75,37000,17,1.6,1,1.6,-2.2428569804,-1.5863582972,4.9391119901,2.5309735688
1328,26,5000,0.9,75,37000,17,1.6,1,1.6,-3.0395692373,-2.4470163793,8.2757964696,3.5690673511
1329,0,5000,1.1,25,30000,17,1.6,1,1.6,0.075498114,0.0539276673,0.075498114,0.0539276673
1330,10,5000,1.1,25,30000,17,1.6,1,1.6,-1.4889581383,-0.6674466762,2.9364309178,1.7631304476
1331,18,5000,1.1,25,30000,17,1.6,1,1.6,-2.4014154116,-1.5234315121,5.0701331303,2.7129751255
1332,26,5000,1.1,25,30000,17,1.6,1,1.6,-3.3472565782,-2.3832621513,7.6925648391,3.7222843555
1333,0,5000,1.1,25,37000,17,1.6,1,1.6,0.0757512065,0.0541121047,0.0757512065,0.0541121047
1334,10,5000,1.1,25,37000,17,1.6,1,1.6,-1.4895112905,-0.6663537622,2.9359249946,1.7652495531
1335,18,5000,1.1,25,37000,17,1.6,1,1.6,-2.3993946047,-1.5238169649,5.0748447221,2.7146515329
1336,26,5000,1.1,25,37000,17,1.6,1,1.6,-3.3442943912,-2.3828143129,7.6998280689,3.7247449273
1337,0,5000,1.1,75,30000,17,1.6,1,1.6,0.0603434342,0.0427875423,0.0603434342,0.0427875423
1338,10,5000,1.1,75,30000,17,1.6,1,1.6,-1.4840249175,-0.6914673039,2.5050491393,1.5323462189
1339,18,5000,1.1,75,30000,17,1.6,1,1.6,-2.3048434655,-1.5408144557,4.8631157901,2.5241866017
1340,26,5000,1.1,75,30000,17,1.6,1,1.6,-3.0512823612,-2.3960711712,8.0613165131,3.580466761
1341,0,5000,1.1,75,37000,17,1.6,1,1.6,0.0604139396,0.0428422309,0.0604139396,0.0428422309
1342,10,5000,1.1,75,37000,17,1.6,1,1.6,-1.4535394914,-0.6524697556,2.3126785229,1.7828198791
1343,18,5000,1.1,75,37000,17,1.6,1,1.6,-2.322618983,-1.5298772064,4.7307405114,2.7009649623
1344,26,5000,1.1,75,37000,17,1.6,1,1.6,-3.0550690322,-2.3784726617,7.9951519905,3.6964249233
1345,0,2000,0.9,25,30000,17,1.6,1.5,0.8,0.1156720648,0.0940440632,0.1156720648,0.094044063
1346,10,2000,0.9,25,30000,17,1.6,1.5,0.8,-0.7466864244,-0.1623103544,0.8767741982,0.8472831419
1347,18,2000,0.9,25,30000,17,1.6,1.5,0.8,-1.3078756819,-0.5571246128,1.8156600582,1.1641753233
1348,26,2000,0.9,25,30000,17,1.6,1.5,0.8,-1.7425475142,-0.9539940855,2.6641917845,1.5151282614
1349,0,2000,0.9,25,37000,17,1.6,1.5,0.8,0.1158956862,0.0942727235,0.1158956862,0.0942727235
1350,10,2000,0.9,25,37000,17,1.6,1.5,0.8,-0.7456617669,-0.1626661145,0.8775359675,0.8485354012
1351,18,2000,0.9,25,37000,17,1.6,1.5,0.8,-1.3068476377,-0.5575434401,1.817198413,1.1652230809
1352,26,2000,0.9,25,37000,17,1.6,1.5,0.8,-1.7425230512,-0.9545778693,2.6664494006,1.5160223772
1353,0,2000,0.9,75,30000,17,1.6,1.5,0.8,0.0812583212,0.0658158938,0.0812583212,0.0658158938
1354,10,2000,0.9,75,30000,17,1.6,1.5,0.8,-0.98050037,-0.1645604425,0.4323889066,0.8473377013
1355,18,2000,0.9,75,30000,17,1.6,1.5,0.8,-1.4680835861,-0.5990256188,1.3722709654,1.1562175674
1356,26,2000,0.9,75,30000,17,1.6,1.5,0.8,-1.7676301698,-0.9333059688,2.2980738109,1.5025554169
1357,0,2000,0.9,75,37000,17,1.6,1.5,0.8,0.0813213911,0.0658700976,0.0813213911,0.0658700976
1358,10,2000,0.9,75,37000,17,1.6,1.5,0.8,-0.9740511861,-0.1666333815,0.4450008513,0.8459802802
1359,18,2000,0.9,75,37000,17,1.6,1.5,0.8,-1.4736619543,-0.5942602645,1.3422345095,1.1641209109
1360,26,2000,0.9,75,37000,17,1.6,1.5,0.8,-1.7714742406,-0.9328951235,2.297882167,1.5047809783
1361,0,2000,1.1,25,30000,17,1.6,1.5,0.8,0.0639767575,0.0492714021,0.0639767575,0.0492714021
1362,10,2000,1.1,25,30000,17,1.6,1.5,0.8,-0.5763461581,-0.197094237,0.9721773945,0.7955501141
1363,18,2000,1.1,25,30000,17,1.6,1.5,0.8,-1.2636828995,-0.5732547472,1.8236578795,1.1413370955
1364,26,2000,1.1,25,30000,17,1.6,1.5,0.8,-1.8052618295,-0.9582299488,2.6458478675,1.5034010596
1365,0,2000,1.1,25,37000,17,1.6,1.5,0.8,0.0651346959,0.0501870546,0.0651346959,0.0501870546
1366,10,2000,1.1,25,37000,17,1.6,1.5,0.8,-0.5277454818,-0.211139486,1.0785703478,0.7372062284
1367,18,2000,1.1,25,37000,17,1.6,1.5,0.8,-1.2717534642,-0.578396617,1.8293891492,1.1121804365
1368,26,2000,1.1,25,37000,17,1.6,1.5,0.8,-1.8036575411,-0.9628020757,2.6556442412,1.4824345021
1369,0,2000,1.1,75,30000,17,1.6,1.5,0.8,0.059978464,0.0459456408,0.059978464,0.0459456408
1370,10,2000,1.1,75,30000,17,1.6,1.5,0.8,-0.8601741804,-0.1793880733,0.5606185434,0.8219630038
1371,18,2000,1.1,75,30000,17,1.6,1.5,0.8,-1.4411239354,-0.5608196251,1.4643762665,1.1485234109
1372,26,2000,1.1,75,30000,17,1.6,1.5,0.8,-1.8014409181,-0.9440363658,2.306271958,1.4863206155
1373,0,2000,1.1,75,37000,17,1.6,1.5,0.8,0.0600319681,0.0459914667,0.0600319681,0.0459914667
1374,10,2000,1.1,75,37000,17,1.6,1.5,0.8,-0.8604613229,-0.179354797,0.5609209056,0.822252203
1375,18,2000,1.1,75,37000,17,1.6,1.5,0.8,-1.4428930133,-0.560421669,1.4613868737,1.1501947018
1376,26,2000,1.1,75,37000,17,1.6,1.5,0.8,-1.8019923848,-0.9440387214,2.3047140906,1.4879189198
1377,0,5000,0.9,25,30000,17,1.6,1.5,0.8,0.1156720648,0.094044063,0.1156720648,0.094044063
1378,10,5000,0.9,25,30000,17,1.6,1.5,0.8,-1.4148988812,-0.6383461921,2.8555341519,1.7945827482
1379,18,5000,0.9,25,30000,17,1.6,1.5,0.8,-2.4739712418,-1.614943998,5.3415069508,2.6420743722
1380,26,5000,0.9,25,30000,17,1.6,1.5,0.8,-3.4837874052,-2.5898219698,8.1618989353,3.568588379
1381,0,5000,0.9,25,37000,17,1.6,1.5,0.8,0.1158956862,0.0942727235,0.1158956862,0.0942727235
1382,10,5000,0.9,25,37000,17,1.6,1.5,0.8,-1.4220300577,-0.6419118514,2.8513439884,1.7785058352
1383,18,5000,0.9,25,37000,17,1.6,1.5,0.8,-2.4735087435,-1.6176374385,5.3492136931,2.6334517325
1384,26,5000,0.9,25,37000,17,1.6,1.5,0.8,-3.4825262506,-2.5917443004,8.1687165476,3.5641970343
1385,0,5000,0.9,75,30000,17,1.6,1.5,0.8,0.0812583212,0.0658158938,0.0812583212,0.0658158938
1386,10,5000,0.9,75,30000,17,1.6,1.5,0.8,-1.2807103587,-0.713052675,3.2131026043,1.60928627
1387,18,5000,0.9,75,30000,17,1.6,1.5,0.8,-2.2700513579,-1.6726308257,5.6433090648,2.5153071072
1388,26,5000,0.9,75,30000,17,1.6,1.5,0.8,-3.1784754612,-2.6685586762,8.9226455909,3.3812557181
1389,0,5000,0.9,75,37000,17,1.6,1.5,0.8,0.0813213911,0.0658700976,0.0813213911,0.0658700976
1390,10,5000,0.9,75,37000,17,1.6,1.5,0.8,-1.3262832442,-0.7131100342,3.1679643005,1.5949390728
1391,18,5000,0.9,75,37000,17,1.6,1.5,0.8,-2.2684611172,-1.6741117112,5.6732712706,2.5108622227
1392,26,5000,0.9,75,37000,17,1.6,1.5,0.8,-3.1699161093,-2.6706478937,8.9594438537,3.379612265
1393,0,5000,1.1,25,30000,17,1.6,1.5,0.8,0.0639767575,0.0492714021,0.0639767575,0.0492714021
1394,10,5000,1.1,25,30000,17,1.6,1.5,0.8,-1.4577096149,-0.5599728298,3.0694004819,1.8930476401
1395,18,5000,1.1,25,30000,17,1.6,1.5,0.8,-2.4647404636,-1.5499183438,5.3325504572,2.7349259615
1396,26,5000,1.1,25,30000,17,1.6,1.5,0.8,-3.4897984114,-2.5091584375,8.0801372344,3.6615273676
1397,0,5000,1.1,25,37000,17,1.6,1.5,0.8,0.0651346959,0.0501870546,0.0651346959,0.0501870546
1398,10,5000,1.1,25,37000,17,1.6,1.5,0.8,-1.4568917569,-0.5539271707,3.1381571236,1.9167217094
1399,18,5000,1.1,25,37000,17,1.6,1.5,0.8,-2.4669402914,-1.5429998356,5.3584232433,2.753108101
1400,26,5000,1.1,25,37000,17,1.6,1.5,0.8,-3.485687034,-2.5077645352,8.1079144598,3.6697694083
1401,0,5000,1.1,75,30000,17,1.6,1.5,0.8,0.059978464,0.0459456408,0.059978464,0.0459456408
1402,10,5000,1.1,75,30000,17,1.6,1.5,0.8,-1.6571288936,-0.4711201154,2.6676109072,2.0745777103
1403,18,5000,1.1,75,30000,17,1.6,1.5,0.8,-2.3558640921,-1.5219938552,5.4401439262,2.7756843949
1404,26,5000,1.1,75,30000,17,1.6,1.5,0.8,-3.1782714815,-2.5426221033,8.7538249194,3.5764999038
1405,0,5000,1.1,75,37000,17,1.6,1.5,0.8,0.0600319681,0.0459914667,0.0600319681,0.0459914667
1406,10,5000,1.1,75,37000,17,1.6,1.5,0.8,-1.651648432,-0.4662368141,2.6867789402,2.0937517592
1407,18,5000,1.1,75,37000,17,1.6,1.5,0.8,-2.3499065178,-1.5236431277,5.4596655129,2.7810478192
1408,26,5000,1.1,75,37000,17,1.6,1.5,0.8,-3.1746038183,-2.5404899378,8.7684399687,3.581608434
1409,0,2000,0.9,25,30000,17,1.6,1.5,1.2,0.1289680674,0.1021897899,0.1289680674,0.1021897899
1410,10,2000,0.9,25,30000,17,1.6,1.5,1.2,-0.7128422825,-0.2058330858,0.9188657115,0.7917951329
1411,18,2000,0.9,25,30000,17,1.6,1.5,1.2,-1.3184077631,-0.5926456762,1.7459586975,1.143903266
1412,26,2000,0.9,25,30000,17,1.6,1.5,1.2,-1.7790600852,-1.0030323542,2.598588962,1.5179785239
1413,0,2000,0.9,25,37000,17,1.6,1.5,1.2,0.1290475911,0.102256228,0.1290475911,0.102256228
1414,10,2000,0.9,25,37000,17,1.6,1.5,1.2,-0.7108238652,-0.2049416966,0.9189249628,0.798836602
1415,18,2000,0.9,25,37000,17,1.6,1.5,1.2,-1.3191218433,-0.5917777213,1.7421835267,1.1503997158
1416,26,2000,0.9,25,37000,17,1.6,1.5,1.2,-1.7790349289,-1.0023566967,2.5960349015,1.5233122143
1417,0,2000,0.9,75,30000,17,1.6,1.5,1.2,0.0950834966,0.0749132974,0.0950834966,0.0749132974
1418,10,2000,0.9,75,30000,17,1.6,1.5,1.2,-0.9278362983,-0.2136265613,0.4773191169,0.8059152908
1419,18,2000,0.9,75,30000,17,1.6,1.5,1.2,-1.4881128181,-0.6116147023,1.317687444,1.1552845693
1420,26,2000,0.9,75,30000,17,1.6,1.5,1.2,-1.7925362726,-0.9711513271,2.1750023362,1.5191834129
1421,0,2000,0.9,75,37000,17,1.6,1.5,1.2,0.095159542,0.0749772964,0.095159542,0.0749772964
1422,10,2000,0.9,75,37000,17,1.6,1.5,1.2,-0.9379650837,-0.2122827828,0.4636497677,0.8105832664
1423,18,2000,0.9,75,37000,17,1.6,1.5,1.2,-1.4880142565,-0.6124115591,1.3237969667,1.1568532119
1424,26,2000,0.9,75,37000,17,1.6,1.5,1.2,-1.792651722,-0.970595319,2.1790221183,1.5218434013
1425,0,2000,1.1,25,30000,17,1.6,1.5,1.2,0.0976771798,0.0739218776,0.0976771798,0.0739218776
1426,10,2000,1.1,25,30000,17,1.6,1.5,1.2,-0.661660992,-0.2091736063,0.8530153093,0.8586511613
1427,18,2000,1.1,25,30000,17,1.6,1.5,1.2,-1.349891164,-0.600236119,1.6980743427,1.1935464782
1428,26,2000,1.1,25,30000,17,1.6,1.5,1.2,-1.8261815938,-0.9846077562,2.5252935839,1.559391827
1429,0,2000,1.1,25,37000,17,1.6,1.5,1.2,0.0976024044,0.073908113,0.0976024044,0.073908113
1430,10,2000,1.1,25,37000,17,1.6,1.5,1.2,-0.5832678742,-0.2168966118,0.9032176323,0.8659745907
1431,18,2000,1.1,25,37000,17,1.6,1.5,1.2,-1.3067847114,-0.5966931557,1.7053678549,1.2023282
1432,26,2000,1.1,25,37000,17,1.6,1.5,1.2,-1.845156668,-1.0044535504,2.5196731679,1.5632136279
1433,0,2000,1.1,75,30000,17,1.6,1.5,1.2,0.0720313335,0.0534701256,0.0720313335,0.0534701256
1434,10,2000,1.1,75,30000,17,1.6,1.5,1.2,-0.9601132523,-0.2103275427,0.4902191418,0.7921910425
1435,18,2000,1.1,75,30000,17,1.6,1.5,1.2,-1.5120385374,-0.593717965,1.4208492436,1.1411414626
1436,26,2000,1.1,75,30000,17,1.6,1.5,1.2,-1.8663544299,-0.9828050099,2.3311546632,1.4961126852
1437,0,2000,1.1,75,37000,17,1.6,1.5,1.2,0.0720448009,0.0534821984,0.0720448009,0.0534821984
1438,10,2000,1.1,75,37000,17,1.6,1.5,1.2,-1.0221266653,-0.2010333609,0.5469443018,0.7854752079
1439,18,2000,1.1,75,37000,17,1.6,1.5,1.2,-1.5297677821,-0.5882562163,1.4891041941,1.1377773061
1440,26,2000,1.1,75,37000,17,1.6,1.5,1.2,-1.8949422294,-0.9895206906,2.3814111213,1.4929874557
1441,0,5000,0.9,25,30000,17,1.6,1.5,1.2,0.1289680674,0.1021897899,0.1289680674,0.1021897899
1442,10,5000,0.9,25,30000,17,1.6,1.5,1.2,-1.3137091689,-0.6942710501,2.9006909477,1.7073792071
1443,18,5000,0.9,25,30000,17,1.6,1.5,1.2,-2.4435865087,-1.6378281358,5.1905394788,2.7076566989
1444,26,5000,0.9,25,30000,17,1.6,1.5,1.2,-3.4248353476,-2.6043914489,7.9976363069,3.6827809734
1445,0,5000,0.9,25,37000,17,1.6,1.5,1.2,0.1290475911,0.102256228,0.1290475911,0.102256228
1446,10,5000,0.9,25,37000,17,1.6,1.5,1.2,-1.3132029066,-0.6939164316,2.9034407628,1.7088702953
1447,18,5000,0.9,25,37000,17,1.6,1.5,1.2,-2.4426873809,-1.6376728317,5.1941436558,2.7090900191
1448,26,5000,0.9,25,37000,17,1.6,1.5,1.2,-3.4232800363,-2.6042687483,8.0031829589,3.6834784946
1449,0,5000,0.9,75,30000,17,1.6,1.5,1.2,0.0950834966,0.0749132974,0.0950834966,0.0749132974
1450,10,5000,0.9,75,30000,17,1.6,1.5,1.2,-1.3348231384,-0.6596615361,2.605539244,1.9418009989
1451,18,5000,0.9,75,30000,17,1.6,1.5,1.2,-2.3340282234,-1.6264348806,5.0240402236,2.7994258094
1452,26,5000,0.9,75,30000,17,1.6,1.5,1.2,-3.136126996,-2.6221566337,8.54287623,3.6470340393
1453,0,5000,0.9,75,37000,17,1.6,1.5,1.2,0.095159542,0.0749772964,0.095159542,0.0749772964
1454,10,5000,0.9,75,37000,17,1.6,1.5,1.2,-1.3345383509,-0.6585386759,2.609408845,1.9466482645
1455,18,5000,0.9,75,37000,17,1.6,1.5,1.2,-2.3328731225,-1.624979773,5.0287492788,2.805276911
1456,26,5000,0.9,75,37000,17,1.6,1.5,1.2,-3.1317379584,-2.6217602264,8.5584476835,3.6504250521
1457,0,5000,1.1,25,30000,17,1.6,1.5,1.2,0.0976771798,0.0739218776,0.0976771798,0.0739218776
1458,10,5000,1.1,25,30000,17,1.6,1.5,1.2,-1.3940029661,-0.5832401577,3.1224933337,1.9404068699
1459,18,5000,1.1,25,30000,17,1.6,1.5,1.2,-2.4771825145,-1.5803544611,5.2421982552,2.8223545646
1460,26,5000,1.1,25,30000,17,1.6,1.5,1.2,-3.4336437258,-2.5314132582,7.952158872,3.7877841936
1461,0,5000,1.1,25,37000,17,1.6,1.5,1.2,0.0976024044,0.073908113,0.0976024044,0.073908113
1462,10,5000,1.1,25,37000,17,1.6,1.5,1.2,-1.4524702423,-0.6224624367,2.84251369,1.8461055636
1463,18,5000,1.1,25,37000,17,1.6,1.5,1.2,-2.4821077779,-1.5943927943,5.1361165655,2.7661311831
1464,26,5000,1.1,25,37000,17,1.6,1.5,1.2,-3.4411632513,-2.5380868468,7.8902362863,3.7541417162
1465,0,5000,1.1,75,30000,17,1.6,1.5,1.2,0.0720313335,0.0534701256,0.0720313335,0.0534701256
1466,10,5000,1.1,75,30000,17,1.6,1.5,1.2,-1.5295968864,-0.5667417273,2.8166964932,2.029695821
1467,18,5000,1.1,75,30000,17,1.6,1.5,1.2,-2.3951050765,-1.5681354733,5.1782118222,2.8519781445
1468,26,5000,1.1,75,30000,17,1.6,1.5,1.2,-3.1185269862,-2.5503981281,8.4924646338,3.7251186542
1469,0,5000,1.1,75,37000,17,1.6,1.5,1.2,0.0720448009,0.0534821984,0.0720448009,0.0534821984
1470,10,5000,1.1,75,37000,17,1.6,1.5,1.2,-1.4079495323,-0.668133813,2.5511098504,1.6617286993
1471,18,5000,1.1,75,37000,17,1.6,1.5,1.2,-2.3752835903,-1.602536468,4.9589672221,2.6293290413
1472,26,5000,1.1,75,37000,17,1.6,1.5,1.2,-3.1153573084,-2.5859871532,8.3747071072,3.5789314586
1473,0,2000,0.9,25,30000,17,1.6,1.5,1.6,0.1512155508,0.118990062,0.1512155508,0.118990062
1474,10,2000,0.9,25,30000,17,1.6,1.5,1.6,-0.5928844834,-0.2317487684,0.9499727586,0.860771482
1475,18,2000,0.9,25,30000,17,1.6,1.5,1.6,-1.2783761581,-0.6234696607,1.7740968703,1.2071708274
1476,26,2000,0.9,25,30000,17,1.6,1.5,1.6,-1.7852166997,-1.0109983759,2.5572235933,1.5916461907
1477,0,2000,0.9,25,37000,17,1.6,1.5,1.6,0.1511985594,0.1190421715,0.1511985594,0.1190421715
1478,10,2000,0.9,25,37000,17,1.6,1.5,1.6,-0.5966654685,-0.2298710246,0.9509545338,0.8626666196
1479,18,2000,0.9,25,37000,17,1.6,1.5,1.6,-1.3233391104,-0.6217659817,1.7109408714,1.2201236392
1480,26,2000,0.9,25,37000,17,1.6,1.5,1.6,-1.7902162489,-1.0082249588,2.5311326451,1.6038665013
1481,0,2000,0.9,75,30000,17,1.6,1.5,1.6,0.1085629714,0.084816524,0.1085629714,0.084816524
1482,10,2000,0.9,75,30000,17,1.6,1.5,1.6,-0.8846547231,-0.2289788168,0.7575188828,0.7730191252
1483,18,2000,0.9,75,30000,17,1.6,1.5,1.6,-1.4799097622,-0.6546425056,1.4224211723,1.1501943277
1484,26,2000,0.9,75,30000,17,1.6,1.5,1.6,-1.8470966962,-1.0089135883,2.256062636,1.5303082743
1485,0,2000,0.9,75,37000,17,1.6,1.5,1.6,0.1086523754,0.0848914068,0.1086523754,0.0848914068
1486,10,2000,0.9,75,37000,17,1.6,1.5,1.6,-0.8769032643,-0.2293823965,0.7746410751,0.76997288
1487,18,2000,0.9,75,37000,17,1.6,1.5,1.6,-1.4774532162,-0.6578902288,1.4383338935,1.147081689
1488,26,2000,0.9,75,37000,17,1.6,1.5,1.6,-1.8465350328,-1.0065369507,2.2416569134,1.5333460067
1489,0,2000,1.1,25,30000,17,1.6,1.5,1.6,0.0891880558,0.06592221,0.0891880558,0.06592221
1490,10,2000,1.1,25,30000,17,1.6,1.5,1.6,-0.6378404871,-0.2447986585,0.9656046973,0.8441504284
1491,18,2000,1.1,25,30000,17,1.6,1.5,1.6,-1.3142991927,-0.6377354893,1.7714826704,1.1911309221
1492,26,2000,1.1,25,30000,17,1.6,1.5,1.6,-1.8567630849,-1.0348784786,2.5386321412,1.5712850159
1493,0,2000,1.1,25,37000,17,1.6,1.5,1.6,0.0892547067,0.0659776627,0.0892547067,0.0659776627
1494,10,2000,1.1,25,37000,17,1.6,1.5,1.6,-0.6378188635,-0.2443790046,0.9660382624,0.8445987943
1495,18,2000,1.1,25,37000,17,1.6,1.5,1.6,-1.3142225913,-0.6374223762,1.7723956504,1.1916303619
1496,26,2000,1.1,25,37000,17,1.6,1.5,1.6,-1.8593560841,-1.0373817897,2.5407426999,1.5716095225
1497,0,2000,1.1,75,30000,17,1.6,1.5,1.6,0.1146609255,0.0866118367,0.1146609255,0.0866118367
1498,10,2000,1.1,75,30000,17,1.6,1.5,1.6,-0.9044423972,-0.2026204141,0.6970995343,0.7950900361
1499,18,2000,1.1,75,30000,17,1.6,1.5,1.6,-1.5190721263,-0.6475870784,1.3466406026,1.1655226855
1500,26,2000,1.1,75,30000,17,1.6,1.5,1.6,-1.9040073557,-1.0129230784,2.1622647535,1.5363496589
1501,0,2000,1.1,75,37000,17,1.6,1.5,1.6,0.0838522538,0.0615970782,0.0838522538,0.0615970782
1502,10,2000,1.1,75,37000,17,1.6,1.5,1.6,-1.0380436791,-0.2308229477,0.3991741075,0.8183040634
1503,18,2000,1.1,75,37000,17,1.6,1.5,1.6,-1.5664850905,-0.6217579175,1.3343528629,1.1745624829
1504,26,2000,1.1,75,37000,17,1.6,1.5,1.6,-1.9691612109,-1.0407235123,2.2036478596,1.5398077364
1505,0,5000,0.9,25,30000,17,1.6,1.5,1.6,0.1512155508,0.118990062,0.1512155508,0.118990062
